Temps;Déplacement;Charge
(s);(mm);(N)
"41,50000";"2,76688";"23525,94922"
"41,60000";"2,77340";"23593,15820"
"41,70000";"2,78027";"23669,28516"
"41,80000";"2,78673";"23729,41992"
"41,90000";"2,79337";"23802,81250"
"42,00000";"2,80018";"23866,57227"
"42,10000";"2,80664";"23923,88086"
"42,20000";"2,81345";"24001,85352"
"42,30000";"2,82027";"24066,45312"
"42,40000";"2,82667";"24129,43750"
"42,50000";"2,83354";"24212,69531"
"42,60000";"2,84018";"24270,04688"
"42,70000";"2,84664";"24330,27539"
"42,80000";"2,85345";"24400,10156"
"42,90000";"2,86003";"24460,69531"
"43,00000";"2,86655";"24534,47656"
"43,10000";"2,87354";"24607,48047"
"43,20000";"2,88000";"24659,23047"
"43,30000";"2,88676";"24732,75586"
"43,40000";"2,89351";"24798,69531"
"43,50000";"2,89991";"24859,87891"
"43,60000";"2,90679";"24934,68945"
"43,70000";"2,91348";"24989,69727"
"43,80000";"2,92000";"25051,96680"
"43,90000";"2,92682";"25126,76758"
"44,00000";"2,93345";"25185,78125"
"44,10000";"2,94003";"25255,05469"
"44,20000";"2,94690";"25322,57227"
"44,30000";"2,95342";"25379,21289"
"44,40000";"2,96012";"25445,43359"
"44,50000";"2,96693";"25504,26172"
"44,60000";"2,97339";"25563,74609"
"44,70000";"2,98015";"25641,32422"
"44,80000";"2,98690";"25704,70898"
"44,90000";"2,99330";"25763,95312"
"45,00000";"3,00018";"25836,08008"
"45,10000";"3,00681";"25885,11328"
"45,20000";"3,01339";"25943,60742"
"45,30000";"3,02021";"26010,72266"
"45,40000";"3,02672";"26072,22266"
"45,50000";"3,03342";"26144,49219"
"45,60000";"3,04024";"26207,87891"
"45,70000";"3,04663";"26264,23828"
"45,80000";"3,05345";"26333,42188"
"45,90000";"3,06021";"26387,08594"
"46,00000";"3,06660";"26434,69531"
"46,10000";"3,07342";"26502,32227"
"46,20000";"3,08006";"26560,91406"
"46,30000";"3,08669";"26630,86719"
"46,40000";"3,09357";"26700,50195"
"46,50000";"3,10009";"26754,99414"
"46,60000";"3,10672";"26817,90625"
"46,70000";"3,11354";"26877,55859"
"46,80000";"3,11999";"26926,16797"
"46,90000";"3,12675";"26979,25000"
"47,00000";"3,13351";"27033,97266"
"47,10000";"3,13996";"27100,32227"
"47,20000";"3,14684";"27181,03906"
"47,30000";"3,15348";"27235,38281"
"47,40000";"3,15999";"27293,67969"
"47,50000";"3,16687";"27358,75000"
"47,60000";"3,17339";"27408,83008"
"47,70000";"3,17996";"27463,55469"
"47,80000";"3,18690";"27482,10352"
"47,90000";"3,19336";"27532,42188"
"48,00000";"3,20005";"27626,65234"
"48,10000";"3,20693";"27702,87695"
"48,20000";"3,21333";"27760,27930"
"48,30000";"3,22014";"27821,51367"
"48,40000";"3,22684";"27866,60156"
"48,50000";"3,23330";"27925,61719"
"48,60000";"3,24011";"27994,02539"
"48,70000";"3,24675";"28015,53516"
"48,80000";"3,25339";"27964,50586"
"48,90000";"3,26026";"28083,86914"
"49,00000";"3,26672";"28173,73828"
"49,10000";"3,27341";"28262,88086"
"49,20000";"3,28023";"28326,43359"
"49,30000";"3,28663";"28353,94727"
"49,40000";"3,29344";"28406,32227"
"49,50000";"3,30020";"28468,98438"
"49,60000";"3,30666";"28533,98047"
"49,70000";"3,31341";"28599,74219"
"49,80000";"3,32017";"28509,36133"
"49,90000";"3,32669";"28572,02344"
"50,00000";"3,33350";"28687,80469"
"50,10000";"3,34008";"28775,06641"
"50,20000";"3,34666";"28855,18164"
"50,30000";"3,35353";"28915,98438"
"50,40000";"3,35999";"28942,24023"
"50,50000";"3,36675";"28985,26172"
"50,60000";"3,37362";"29011,32617"
"50,70000";"3,37984";"29090,02539"
"50,80000";"3,38678";"29179,41797"
"50,90000";"3,39347";"29231,64453"
"51,00000";"3,39999";"28990,23828"
"51,10000";"3,40687";"29147,75391"
"51,20000";"3,41338";"29271,78711"
"51,30000";"3,42002";"29375,44531"
"51,40000";"3,42683";"29454,49414"
"51,50000";"3,43335";"29510,70117"
"51,60000";"3,44011";"29550,10547"
"51,70000";"3,44686";"29568,41602"
"51,80000";"3,45332";"29631,69727"
"51,90000";"3,46014";"29714,34570"
"52,00000";"3,46695";"29781,93164"
"52,10000";"3,47335";"29842,33789"
"52,20000";"3,48023";"29894,79102"
"52,30000";"3,48686";"29868,55859"
"52,40000";"3,49344";"29934,67383"
"52,50000";"3,50020";"30023,10352"
"52,60000";"3,50671";"30090,90625"
"52,70000";"3,51335";"30154,64453"
"52,80000";"3,52017";"30202,95508"
"52,90000";"3,52668";"30238,83984"
"53,00000";"3,53344";"30295,99219"
"53,10000";"3,54020";"30351,47461"
"53,20000";"3,54665";"30408,06641"
"53,30000";"3,55347";"30477,42578"
"53,40000";"3,56017";"30526,26172"
"53,50000";"3,56662";"30431,67969"
"53,60000";"3,57356";"30331,01562"
"53,70000";"3,58008";"30480,92188"
"53,80000";"3,58671";"30606,09961"
"53,90000";"3,59359";"30696,93164"
"54,00000";"3,60004";"30765,85742"
"54,10000";"3,60680";"30833,40430"
"54,20000";"3,61356";"30871,09961"
"54,30000";"3,61995";"30872,10352"
"54,40000";"3,62677";"30925,05273"
"54,50000";"3,63353";"30991,18164"
"54,60000";"3,63998";"31058,54102"
"54,70000";"3,64692";"31132,48438"
"54,80000";"3,65350";"31182,65820"
"54,90000";"3,66001";"31238,44531"
"55,00000";"3,66689";"31274,87305"
"55,10000";"3,67341";"31263,29688"
"55,20000";"3,68004";"31332,72266"
"55,30000";"3,68686";"31404,31250"
"55,40000";"3,69338";"31466,87500"
"55,50000";"3,70013";"31529,43164"
"55,60000";"3,70683";"31571,64453"
"55,70000";"3,71329";"31608,64062"
"55,80000";"3,72016";"31657,06055"
"55,90000";"3,72680";"31700,86523"
"56,00000";"3,73338";"31759,64453"
"56,10000";"3,74025";"31820,78516"
"56,20000";"3,74671";"31873,25586"
"56,30000";"3,75346";"31931,02539"
"56,40000";"3,76022";"31969,57031"
"56,45200";"3,76363";"31696,45703"
"56,55200";"3,77045";"31620,44531"
"56,65200";"3,77684";"31795,89453"
"56,75200";"3,78360";"31945,95898"
"56,85200";"3,79024";"32044,20898"
"56,95200";"3,79657";"32128,73047"
"57,05200";"3,80357";"32204,89258"
"57,15200";"3,81015";"32254,78516"
"57,25200";"3,81678";"32295,83203"
"57,35200";"3,82372";"32279,87500"
"57,45200";"3,83017";"32310,15430"
"57,55200";"3,83681";"32389,22656"
"57,65200";"3,84369";"32463,61328"
"57,75200";"3,85008";"32520,99414"
"57,85200";"3,85690";"32587,13281"
"57,95200";"3,86366";"32637,84570"
"58,05200";"3,87011";"32685,70508"
"58,15200";"3,87693";"32739,01953"
"58,25200";"3,88357";"32769,42578"
"58,35200";"3,89014";"32801,00000"
"58,45200";"3,89702";"32843,69141"
"58,55200";"3,90360";"32892,87109"
"58,65200";"3,91023";"32951,65234"
"58,75200";"3,91711";"33006,09766"
"58,85200";"3,92351";"33042,68750"
"58,95200";"3,93026";"33090,43750"
"59,05200";"3,93708";"33130,76953"
"59,15200";"3,94348";"33172,58203"
"59,25200";"3,95023";"33231,34375"
"59,35200";"3,95693";"33274,30469"
"59,45200";"3,96351";"33331,76562"
"59,55200";"3,97038";"33386,27344"
"59,65200";"3,97690";"33425,10156"
"59,75200";"3,98353";"33477,27344"
"59,85200";"3,99035";"33508,46484"
"59,88600";"3,99256";"33253,76172"
"59,90400";"3,99370";"33001,51953"
"60,00400";"4,00051";"33081,72656"
"60,10400";"4,00691";"33267,26562"
"60,20400";"4,01367";"33430,03516"
"60,30400";"4,02042";"33540,75391"
"60,40400";"4,02700";"33627,64062"
"60,50400";"4,03376";"33706,57812"
"60,60400";"4,04045";"33757,30078"
"60,70400";"4,04691";"33805,82031"
"60,80400";"4,05385";"33836,31641"
"60,90400";"4,06036";"33789,80469"
"61,00400";"4,06694";"33846,00391"
"61,10400";"4,07388";"33923,01562"
"61,20400";"4,08033";"33984,01953"
"61,30400";"4,08703";"34051,01953"
"61,40400";"4,09379";"34100,13672"
"61,50400";"4,10024";"34149,71484"
"61,60400";"4,10706";"34206,66406"
"61,70400";"4,11376";"34246,14844"
"61,80400";"4,12027";"34289,00391"
"61,90400";"4,12715";"34340,51562"
"62,00400";"4,13379";"34371,19922"
"62,10400";"4,14030";"34404,04688"
"62,20400";"4,14718";"34443,92969"
"62,30400";"4,15364";"34479,69141"
"62,40400";"4,16033";"34530,89844"
"62,50400";"4,16715";"34573,09766"
"62,60400";"4,17361";"34609,56250"
"62,70400";"4,18036";"34658,31250"
"62,80400";"4,18712";"34696,67578"
"62,90400";"4,19357";"34737,66016"
"63,00400";"4,20045";"34790,23438"
"63,10400";"4,20709";"34828,26953"
"63,20400";"4,21360";"34875,92188"
"63,30400";"4,22048";"34927,45703"
"63,40400";"4,22694";"34963,65625"
"63,50400";"4,23363";"35014,10938"
"63,60400";"4,24051";"35057,49219"
"63,70400";"4,24697";"35096,08984"
"63,80400";"4,25372";"35136,95703"
"63,87800";"4,25869";"34861,76172"
"63,89400";"4,25988";"34602,08594"
"63,99400";"4,26640";"34650,13672"
"64,09400";"4,27315";"34848,20312"
"64,19400";"4,27967";"35003,22656"
"64,29400";"4,28625";"35129,51562"
"64,39400";"4,29318";"35225,03516"
"64,49400";"4,29964";"35289,78516"
