Temps;Déplacement;Charge
(s);(mm);(N)
"65,30000";"4,35345";"37468,03125"
"65,40000";"4,35997";"37477,60938"
"65,50000";"4,36696";"37485,50000"
"65,60000";"4,37342";"37485,04688"
"65,70000";"4,38018";"37495,85156"
"65,80000";"4,38693";"37496,61328"
"65,90000";"4,39339";"37498,43359"
"66,00000";"4,40021";"37509,43359"
"66,10000";"4,40678";"37504,43750"
"66,20000";"4,41336";"37511,33984"
"66,30000";"4,42018";"37519,44141"
"66,40000";"4,42675";"37518,02344"
"66,50000";"4,43333";"37524,89453"
"66,60000";"4,44027";"37530,97266"
"66,70000";"4,44666";"37527,94531"
"66,80000";"4,45342";"37536,63672"
"66,90000";"4,46024";"37535,89844"
"67,00000";"4,46669";"37533,99219"
"67,10000";"4,47351";"37545,32812"
"67,20000";"4,48021";"37540,19922"
"67,30000";"4,48672";"37544,82422"
"67,40000";"4,49354";"37551,23828"
"67,50000";"4,50012";"37546,15234"
"67,60000";"4,50669";"37553,14062"
"67,70000";"4,51363";"37559,49609"
"67,80000";"4,52009";"37552,10156"
"67,90000";"4,52684";"37560,71484"
"68,00000";"4,53366";"37558,91406"
"68,10000";"4,54006";"37558,02344"
"68,20000";"4,54687";"37565,15234"
"68,30000";"4,55357";"37559,97656"
"68,40000";"4,56008";"37560,59375"
"68,50000";"4,56690";"37572,76953"
"68,60000";"4,57354";"37563,42969"
"68,70000";"4,57999";"37564,07422"
"68,80000";"4,58693";"37570,81250"
"68,90000";"4,59345";"37564,91406"
"69,00000";"4,60008";"37569,83984"
"69,10000";"4,60690";"37569,84766"
"69,20000";"4,61342";"37567,16406"
"69,30000";"4,62011";"37572,41406"
